,n_dimensions,n_iteration,loss,val_loss,time_sample,time_define,time_train
77,8,7,-0.3155200006193153,0.3619171290196016,2.3802616596221924,0.027564525604248047,218.71497249603271
78,8,8,-0.3458776188568574,0.3884614216268135,2.368508815765381,0.026694536209106445,221.47057390213013
79,8,9,-0.32960328525086524,0.367605348224157,2.3449454307556152,0.027077674865722656,219.58747100830078
80,9,0,-0.3925095591090309,0.4318732752106884,2.344306707382202,0.027556419372558594,219.70802688598633
81,9,1,-0.34226626474266447,0.38858855029477335,2.3803627490997314,0.02738666534423828,220.47303533554077
82,9,2,-0.38255059105434497,0.3984730215514515,2.376908540725708,0.02752971649169922,222.54483270645142
83,9,3,-0.4026323633329082,0.5478270955900125,2.4085161685943604,0.0278167724609375,222.6448233127594
84,9,4,-0.35248347722062107,0.5832424013486497,2.3798446655273438,0.026845932006835938,222.41363430023193
85,9,5,-0.3373497421063911,0.4952073902320999,2.3790879249572754,0.027256011962890625,220.2535843849182
86,9,6,-0.38405529094112545,0.45273020083415194,2.3680307865142822,0.027039289474487305,221.57752966880798
87,9,7,-0.26182234644375996,0.4948701649842142,2.350008249282837,0.026838302612304688,222.8340938091278
88,9,8,-0.351486064615611,0.32573179494064786,2.356727123260498,0.02689385414123535,220.18384718894958
89,9,9,-0.3590056967022653,0.4661586155368691,2.3637211322784424,0.026680469512939453,218.56574869155884
90,10,0,-0.3728642267215793,0.48443676505139366,2.3215205669403076,0.026708126068115234,223.20378279685974
91,10,1,-0.3824038576913178,0.5804863076137057,2.359363555908203,0.02859950065612793,219.2253975868225
92,10,2,-0.2960013499070706,0.7018866630052492,2.3494625091552734,0.026815414428710938,221.22665786743164
93,10,3,-0.3687576314912336,0.5966381117702327,2.3762550354003906,0.02718806266784668,221.94007301330566
94,10,4,-0.32543185766535654,0.6609748590404906,2.35921311378479,0.027264833450317383,224.32710647583008
95,10,5,-0.32294690476325294,0.5469535253146751,2.3369383811950684,0.026797056198120117,221.8102445602417
96,10,6,-0.38906993257407396,0.49667627639349266,2.3883285522460938,0.02861928939819336,223.1199905872345
97,10,7,-0.19679355497174067,0.6417478474266792,2.4166080951690674,0.027601003646850586,219.57580471038818
98,10,8,-0.21645845269755282,0.6363074011841228,2.405564546585083,0.027436017990112305,222.32182383537292
99,10,9,-0.39904265665244615,0.5969010773227772,2.3785107135772705,0.026738643646240234,221.5832757949829
100,11,0,-0.31703654285728544,0.8093486121082134,2.411006212234497,0.02723526954650879,223.96905779838562
101,11,1,-0.43731659505258735,0.4364926409538201,2.3594186305999756,0.027331829071044922,222.32352828979492
102,11,2,-0.353186570661298,0.7258688668214326,2.4081811904907227,0.02755880355834961,224.83221220970154
103,11,3,-0.356362609979243,0.6741075390758653,2.4393434524536133,0.027530670166015625,221.77994418144226
104,11,4,-0.3325103657689918,0.5952856773885009,2.394512414932251,0.027390718460083008,221.47171330451965
105,11,5,-0.417399103181683,0.7216319493365443,2.3940937519073486,0.02721238136291504,222.84143948554993
106,11,6,-0.2955214694377689,0.671862237287767,2.3688249588012695,0.026747465133666992,225.9161822795868
107,11,7,-0.2975725145213692,0.849032256237811,2.3473098278045654,0.026729583740234375,223.12332963943481
108,11,8,-0.43137391416440823,0.6143434525846492,2.3573784828186035,0.02692866325378418,222.55224609375
109,11,9,-0.393474762347103,0.6494173412722102,2.471750259399414,0.02758336067199707,219.74512767791748
110,12,0,-0.2725571183471164,0.950235398453765,2.4297943115234375,0.028497934341430664,223.14496326446533
111,12,1,-0.4023987797147088,0.865678983177353,2.4258432388305664,0.027673721313476562,220.462411403656
112,12,2,-0.4360510014619275,0.6163886195646575,2.3791708946228027,0.027286291122436523,220.6447196006775
113,12,3,-0.36176386620422313,0.8528517254949648,2.4272851943969727,0.027655363082885742,220.32882738113403
114,12,4,-0.26628563213911305,0.851118198737491,2.3279545307159424,0.026729345321655273,219.90695548057556
115,12,5,-0.2269781948901347,1.0679299275802432,2.3934621810913086,0.02724742889404297,220.339905500412
116,12,6,-0.21612261548502623,0.7741307787654288,2.430464506149292,0.027187108993530273,220.63535118103027
117,12,7,-0.3294292118253793,0.7053425354370129,2.405547857284546,0.02736496925354004,218.60985398292542
118,12,8,-0.3379392412842873,0.8863479425929806,2.409405469894409,0.02746438980102539,221.7892255783081
119,12,9,-0.39250013797624245,0.8025784722651808,2.4247164726257324,0.02689051628112793,222.30875420570374
120,13,0,-0.31430591723824963,0.9855127490512237,2.3890726566314697,0.026918888092041016,221.37520003318787
121,13,1,-0.26868664293162453,0.7928210421324509,2.364417314529419,0.02673196792602539,220.63479232788086
122,13,2,-0.3646676781899965,0.8611253641892938,2.442207098007202,0.026704072952270508,222.18008017539978
123,13,3,-0.21689752884045488,1.0763784706706934,2.3854823112487793,0.026866674423217773,221.0877242088318
124,13,4,-0.3978318864117691,0.848765400346237,2.414588212966919,0.027376413345336914,221.25059628486633
125,13,5,-0.2795770048026185,0.9651509487461398,2.4168052673339844,0.02680349349975586,221.6080071926117
126,13,6,-0.3604218295705328,0.8181499038108018,2.365403890609741,0.026779890060424805,222.3858232498169
127,13,7,-0.38269286748458886,0.9162323178972447,2.5053579807281494,0.029100656509399414,219.56683111190796
128,13,8,-0.36863180605013784,0.894565503589021,2.38666033744812,0.02696681022644043,220.46653127670288
129,13,9,-0.33124293223979834,0.8979595931275575,2.348402261734009,0.02684926986694336,220.48727083206177
130,14,0,-0.3023139374867493,0.8772657356499638,2.416654348373413,0.027115583419799805,224.069020986557
131,14,1,-0.06213292787717495,1.190460896556364,2.442218780517578,0.027135848999023438,220.85304522514343
132,14,2,-0.25470630053999777,1.0703404225758604,2.4052107334136963,0.027483224868774414,222.28411483764648
133,14,3,-0.10827872196943124,1.1274709408396777,2.3996217250823975,0.027179956436157227,222.57040190696716
134,14,4,-0.22054493536500464,1.07282038708753,2.391467332839966,0.027257680892944336,223.78865098953247
135,14,5,-0.022662237950372713,1.406263927044959,2.3811306953430176,0.026818037033081055,222.84600853919983
136,14,6,-0.29531476797087924,1.147547465227373,2.37074875831604,0.02688145637512207,221.09515261650085
137,14,7,-0.0908751745175797,1.313001346493407,2.370645761489868,0.026888370513916016,222.9322874546051
138,14,8,-0.34020865101839143,0.9045641873243642,2.380967855453491,0.026784896850585938,223.77723240852356
139,14,9,-0.1402129668899335,1.1981433813233329,2.4482080936431885,0.02704644203186035,223.96013021469116
140,15,0,-0.002155011157222364,1.5354254009893236,2.404996156692505,0.026998043060302734,223.31322407722473
141,15,1,-0.2963736088121497,1.1335329585581981,2.456005811691284,0.027631282806396484,222.77156043052673
142,15,2,0.04653106660817387,1.3864742059409179,2.4790616035461426,0.027146577835083008,224.00479912757874
143,15,3,-0.1348738286971426,1.3443288686329136,2.494910478591919,0.027128934860229492,223.11915278434753
144,15,4,-0.3420507203717477,0.9948312517414744,2.458765745162964,0.027218103408813477,223.99989485740662
145,15,5,-0.15115441923293016,1.2171769966224448,2.4630472660064697,0.026984453201293945,223.79532432556152
146,15,6,-0.2667467690338178,1.5042557501845817,2.4661974906921387,0.02748560905456543,224.2527015209198
147,15,7,0.0020174839388238308,1.2583438001456524,2.427340269088745,0.02854776382446289,223.56237411499023
148,15,8,-0.12337732848268868,1.3269858653398134,2.371702194213867,0.02687549591064453,224.49087738990784
149,15,9,-0.08060541302558501,1.5098187091403035,2.4644176959991455,0.027599334716796875,223.61008501052856
150,16,0,-0.11719222522882126,1.2470820718189861,2.4788219928741455,0.02746272087097168,225.1059513092041
151,16,1,-0.20835618782281795,1.4828274271489166,2.3838791847229004,0.02673029899597168,225.01909828186035
152,16,2,0.033997724320453164,1.2930925221777678,2.3983118534088135,0.02678823471069336,223.2275743484497
153,16,3,-0.12628431549320626,1.396011638346985,2.38948130607605,0.026691913604736328,222.2106535434723
154,16,4,-0.0010362658375619863,1.4176463111776902,2.3660764694213867,0.0267031192779541,227.00250720977783
155,16,5,-0.027157610787230252,1.528620305389521,2.4051084518432617,0.026793956756591797,223.4855978488922
156,16,6,-0.011710657124608238,1.6004204936572208,2.381666898727417,0.026845216751098633,224.9225103855133
157,16,7,-0.1980130289804642,1.2768756110916506,2.438897132873535,0.0273287296295166,222.260826587677
158,16,8,-0.09481273488483477,1.3971593254046482,2.437257766723633,0.027192115783691406,224.6838948726654
159,16,9,-0.20443069272728223,1.1554263276919385,2.522378444671631,0.0292816162109375,222.51732063293457
160,17,0,0.04167528130955041,1.635226091596881,2.4301328659057617,0.026914596557617188,226.5245599746704
161,17,1,0.05401304556678949,1.624025576808066,2.4213168621063232,0.027249574661254883,224.48378658294678
162,17,2,-0.09110231991927156,1.5301183719906577,2.4603638648986816,0.027547836303710938,226.23289942741394
163,17,3,-0.1416904621967778,1.5715603943544694,2.4775023460388184,0.027639389038085938,226.0889551639557
164,17,4,-0.05144193760420083,1.2766289689158,2.403377056121826,0.02691030502319336,225.32072496414185
165,17,5,0.012630265407258168,1.5166888507281722,2.415900707244873,0.02687692642211914,226.421719789505
166,17,6,0.1262367209159109,1.7639273595774765,2.485046148300171,0.027562618255615234,226.55379819869995
167,17,7,0.06449507293432843,1.74098050320565,2.4936485290527344,0.02745199203491211,224.2078058719635
168,17,8,0.1523863159356159,1.868598153393566,2.3956503868103027,0.02858448028564453,225.630624294281
169,17,9,0.04759629627290901,1.7548616865097446,2.4939308166503906,0.027418851852416992,223.67343068122864
170,18,0,0.05640666938606178,1.8005348099305931,2.471418857574463,0.027646303176879883,227.32231044769287
171,18,1,0.11098847126899092,1.9315264998601878,2.516923189163208,0.02758479118347168,225.49385023117065
172,18,2,0.06509625997455772,1.9259675318077474,2.4825897216796875,0.027208566665649414,225.49295926094055
173,18,3,0.0752491896440029,1.7683878281632075,2.4365074634552,0.027297019958496094,223.93052124977112
174,18,4,0.24988228601048926,1.8824608275848553,2.4599618911743164,0.026702880859375,226.91662764549255
175,18,5,0.23709998812795532,2.1555295455413166,2.429161548614502,0.026712894439697266,226.39259481430054
176,18,6,0.058342089262311346,1.6306908246099805,2.489978790283203,0.026720762252807617,227.59921002388
177,18,7,0.10389884894528077,1.7035705578115508,2.503410816192627,0.027588367462158203,224.83166098594666
178,18,8,0.11728409288859251,1.8409643256214305,2.406961679458618,0.0270843505859375,227.22405529022217
179,18,9,0.25055112006123736,1.7611132560171652,2.4553704261779785,0.026893138885498047,226.55618715286255
180,19,0,0.26061879053109765,2.3248652736441486,2.4780120849609375,0.02673649787902832,227.50005912780762
181,19,1,0.45506927052198815,2.3213658111544495,2.443589925765991,0.026823997497558594,227.61937022209167
182,19,2,0.05551098929467475,1.7370254927502524,2.4167110919952393,0.026890993118286133,228.506338596344
183,19,3,0.007694631969350697,1.5815469828649058,2.508699655532837,0.02767205238342285,226.4244945049286
184,19,4,0.29558272234835903,2.027660597132843,2.4158716201782227,0.02691030502319336,227.40782070159912
185,19,5,0.42613326113957084,2.2166888414389767,2.406290292739868,0.026868343353271484,226.4162871837616
186,19,6,0.14221364571201559,2.150453662580631,2.4442174434661865,0.0273587703704834,229.26839399337769
187,19,7,0.07755928763181455,1.934815994542688,2.4414241313934326,0.02679133415222168,227.6382188796997
188,19,8,0.25030240898033246,1.8793391589305937,2.471381425857544,0.027237653732299805,228.3692662715912
189,19,9,0.10161833516404353,1.645758491965132,2.44338321685791,0.02682971954345703,226.53814816474915
