,n_dimensions,n_iteration,loss,val_loss,time_sample,time_define,time_train
0,1,0,-0.003245771013788462,-0.004225087132624622,2.335909843444824,0.02834033966064453,204.7948625087738
1,1,1,-0.01970571249410934,-0.003494330334353618,2.32405424118042,0.027487754821777344,209.78999829292297
2,1,2,-0.011745392028094881,0.03107970116676126,2.321629285812378,0.028101682662963867,208.31070923805237
3,1,3,-0.0025095863893748035,-0.013135928752373488,2.2778594493865967,0.026821136474609375,208.08538126945496
4,1,4,-0.02052073454942137,-0.011893598483283474,2.276282787322998,0.027086496353149414,208.32447218894958
5,1,5,-0.0177521818912414,-0.01871109080396434,2.335960626602173,0.027454376220703125,211.87397480010986
6,1,6,-0.005798010149821925,-0.00183094936751739,2.30043888092041,0.02741718292236328,213.733012676239
7,1,7,0.001517247643721501,0.006649729998037424,2.3204896450042725,0.027649879455566406,212.45447158813477
8,1,8,0.004539959008058831,-0.018047989034923065,2.2576775550842285,0.02668309211730957,213.14250874519348
9,1,9,-0.0009701140698879235,0.03609942588946695,2.308166027069092,0.028617382049560547,212.38468599319458
10,2,0,-0.01822827164651099,0.014156035487650806,4.572445392608643,0.027539730072021484,193.42922687530518
11,2,1,-0.00495968304271345,-0.01715361644468509,4.504239082336426,0.026591062545776367,195.89727663993835
12,2,2,-0.01563213827132571,-0.02250871903206829,4.5250022411346436,0.026746511459350586,196.81894159317017
13,2,3,-0.001705580814052308,-0.0327516611203852,4.55843186378479,0.026657819747924805,195.11305904388428
14,2,4,-0.01908014262017349,-0.036137945978549385,4.549145936965942,0.0267789363861084,192.82418131828308
15,2,5,-0.017680044925466733,-0.03778994074841721,4.776133060455322,0.026703357696533203,197.47574424743652
16,2,6,-0.022346890601146415,-0.02633252893314121,4.683341979980469,0.02780628204345703,196.00163316726685
17,2,7,-0.003925370847329112,0.01073936976080063,4.58912467956543,0.027311086654663086,196.59891819953918
18,2,8,-0.015605887385580414,-0.012160447075824712,4.610604763031006,0.026731491088867188,195.72724413871765
19,2,9,-0.015576698366744671,0.04347911914437942,4.64774489402771,0.027466773986816406,195.44337582588196
20,3,0,-0.029304814406522623,-0.05120172220291701,6.99153470993042,0.027457475662231445,189.40496015548706
21,3,1,-0.008545406212366649,-0.032526852626005416,7.070351600646973,0.027473926544189453,188.0073642730713
22,3,2,-0.016216584470268462,-0.02512288953251137,7.102548837661743,0.027171611785888672,189.86603355407715
